"","site_number","study_number","lon","lat","X.1","X","reference","site_name","study_block","country","habitat_description","land_use_specific","land_use","land_use_intensity","species_study_name","genus","species","metric","sample_month","sample_start","sample_start_year","sample_end","sampling_method","sampling_effort","sampling_effort_unit","collection","sample_season","sample_daytime","development_stage","measurement","adjusted_measurement","species_studied","eco_name","biome","study_sample","measurement_adj","species_name","land_use_intensity_agg","LUI","cells_deforestation","deforest_prop"
"729","26_51",26,-60.00389,-3.08145,739,3910,"Hendy2020","M-102-3","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","April","11/04/2019",2019,"12/04/2019","BG-Sentinel",24.85,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_52",0,"Aedes aegypti","minimal","primary vegetation-minimal",0,0
"730","26_51",26,-60.00389,-3.08145,740,3916,"Hendy2020","M-102-3","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","April","11/04/2019",2019,"11/04/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_32",0,"Aedes scapularis","minimal","primary vegetation-minimal",0,0
"731","26_51",26,-60.00389,-3.08145,738,3908,"Hendy2020","M-102-3","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","April","11/04/2019",2019,"12/04/2019","BG-Sentinel",24.85,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_52",0,"Aedes albopictus","minimal","primary vegetation-minimal",0,0
"732","26_51",26,-60.00385,-3.08147,744,3960,"Hendy2020","M-102-3","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","March","22/03/2018",2018,"23/03/2018","BG-Sentinel",21.5,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_61",0,"Aedes serratus","minimal","primary vegetation-minimal",NA,NA
"733","26_51",26,-60.00385,-3.08147,745,3961,"Hendy2020","M-102-3","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","March","22/03/2018",2018,"23/03/2018","BG-Sentinel",21.5,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_61",0,"Aedes aegypti","minimal","primary vegetation-minimal",NA,NA
"734","26_51",26,-60.00385,-3.08147,750,3975,"Hendy2020","M-102-3","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ste._nimbus","Anopheles","nimbus","abundance","March","22/03/2018",2018,"23/03/2018","BG-Sentinel",21.5,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_61",0,"Anopheles nimbus","minimal","primary vegetation-minimal",NA,NA
"735","26_51",26,-60.00385,-3.08147,746,3962,"Hendy2020","M-102-3","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","March","22/03/2018",2018,"23/03/2018","BG-Sentinel",21.5,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_61",0,"Aedes albopictus","minimal","primary vegetation-minimal",NA,NA
"736","26_51",26,-60.00385,-3.08147,747,3963,"Hendy2020","M-102-3","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","March","22/03/2018",2018,"23/03/2018","BG-Sentinel",21.5,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_61",0,"Aedes scapularis","minimal","primary vegetation-minimal",NA,NA
"737","26_51",26,-60.00385,-3.08147,748,3973,"Hendy2020","M-102-3","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ano._matogrossensis","Anopheles","mattogrossensis","abundance","March","22/03/2018",2018,"23/03/2018","BG-Sentinel",21.5,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_61",0,"Anopheles mattogrossensis","minimal","primary vegetation-minimal",NA,NA
"738","26_51",26,-60.00385,-3.08147,749,3974,"Hendy2020","M-102-3","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Nys._triannulatus","Anopheles","triannulatus","abundance","March","22/03/2018",2018,"23/03/2018","BG-Sentinel",21.5,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_61",0,"Anopheles triannulatus","minimal","primary vegetation-minimal",NA,NA
"739","26_52",26,-60.00408,-3.08187,720,3782,"Hendy2020","M-102-5","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","April","08/04/2019",2019,"09/04/2019","BG-Sentinel",22.58333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_49",0,"Aedes aegypti","minimal","primary vegetation-minimal",0,0
"740","26_52",26,-60.00408,-3.08187,716,3778,"Hendy2020","M-102-5","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","April","08/04/2019",2019,"08/04/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_31",0,"Aedes scapularis","minimal","primary vegetation-minimal",0,0
"741","26_52",26,-60.00408,-3.08187,717,3779,"Hendy2020","M-102-5","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","April","08/04/2019",2019,"09/04/2019","BG-Sentinel",22.58333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_49",0,"Aedes scapularis","minimal","primary vegetation-minimal",0,0
"742","26_52",26,-60.00408,-3.08187,721,3783,"Hendy2020","M-102-5","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","April","08/04/2019",2019,"08/04/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_31",0,"Aedes albopictus","minimal","primary vegetation-minimal",0,0
"743","26_52",26,-60.00408,-3.08187,722,3784,"Hendy2020","M-102-5","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","April","08/04/2019",2019,"09/04/2019","BG-Sentinel",22.58333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_49",0,"Aedes albopictus","minimal","primary vegetation-minimal",0,0
"744","26_52",26,-60.00408,-3.08187,719,3781,"Hendy2020","M-102-5","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","April","08/04/2019",2019,"09/04/2019","BG-Sentinel",22.58333333,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_49",0,"Aedes serratus","minimal","primary vegetation-minimal",0,0
"745","26_52",26,-60.00408,-3.08187,718,3780,"Hendy2020","M-102-5","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","April","08/04/2019",2019,"08/04/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_31",0,"Aedes serratus","minimal","primary vegetation-minimal",0,0
"746","26_52",26,-60.00406,-3.08173,730,3875,"Hendy2020","M-102-5","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ste._nimbus","Anopheles","nimbus","abundance","March","28/03/2018",2018,"29/03/2018","BG-Sentinel",20.95,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_69",0,"Anopheles nimbus","minimal","primary vegetation-minimal",NA,NA
"747","26_52",26,-60.00406,-3.08173,731,3884,"Hendy2020","M-102-5","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","March","28/03/2018",2018,"29/03/2018","BG-Sentinel",20.95,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_69",0,"Aedes scapularis","minimal","primary vegetation-minimal",NA,NA
"748","26_52",26,-60.00406,-3.08173,732,3885,"Hendy2020","M-102-5","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","March","28/03/2018",2018,"29/03/2018","BG-Sentinel",20.95,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_69",0,"Aedes serratus","minimal","primary vegetation-minimal",NA,NA
"749","26_52",26,-60.00406,-3.08173,733,3886,"Hendy2020","M-102-5","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","March","28/03/2018",2018,"29/03/2018","BG-Sentinel",20.95,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_69",0,"Aedes aegypti","minimal","primary vegetation-minimal",NA,NA
"750","26_52",26,-60.00406,-3.08173,734,3887,"Hendy2020","M-102-5","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","March","28/03/2018",2018,"29/03/2018","BG-Sentinel",20.95,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_69",0,"Aedes albopictus","minimal","primary vegetation-minimal",NA,NA
"751","26_52",26,-60.00406,-3.08173,735,3888,"Hendy2020","M-102-5","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Ano._matogrossensis","Anopheles","mattogrossensis","abundance","March","28/03/2018",2018,"29/03/2018","BG-Sentinel",20.95,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_69",0,"Anopheles mattogrossensis","minimal","primary vegetation-minimal",NA,NA
"752","26_52",26,-60.00406,-3.08173,736,3889,"Hendy2020","M-102-5","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","An_.Nys._triannulatus","Anopheles","triannulatus","abundance","March","28/03/2018",2018,"29/03/2018","BG-Sentinel",20.95,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_69",0,"Anopheles triannulatus","minimal","primary vegetation-minimal",NA,NA
"753","26_53",26,-60.00029,-3.08133,958,5060,"Hendy2020","M-102-6","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","March","18/03/2019",2019,"19/03/2019","BG-Sentinel",21.95,"trapping hours","outdoor","Wet","day","adult",4,4,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_59",0.182232346241458,"Aedes albopictus","minimal","primary vegetation-minimal",1,0.194280936391474
"754","26_53",26,-60.00029,-3.08133,956,5058,"Hendy2020","M-102-6","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","March","19/03/2019",2019,"19/03/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_36",0,"Aedes serratus","minimal","primary vegetation-minimal",1,0.194280936391474
"755","26_53",26,-60.00029,-3.08133,954,5056,"Hendy2020","M-102-6","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","March","19/03/2019",2019,"19/03/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_36",0,"Aedes scapularis","minimal","primary vegetation-minimal",1,0.194280936391474
"756","26_53",26,-60.00029,-3.08133,957,5059,"Hendy2020","M-102-6","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","March","18/03/2019",2019,"19/03/2019","BG-Sentinel",21.95,"trapping hours","outdoor","Wet","day","adult",1,1,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_59",0.0455580865603645,"Aedes aegypti","minimal","primary vegetation-minimal",1,0.194280936391474
"757","26_53",26,-60.00029,-3.08133,953,5055,"Hendy2020","M-102-6","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._scapularis","Aedes","scapularis","abundance","March","18/03/2019",2019,"19/03/2019","BG-Sentinel",21.95,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_59",0,"Aedes scapularis","minimal","primary vegetation-minimal",1,0.194280936391474
"758","26_53",26,-60.00029,-3.08133,955,5057,"Hendy2020","M-102-6","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","March","18/03/2019",2019,"19/03/2019","BG-Sentinel",21.95,"trapping hours","outdoor","Wet","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_59",0,"Aedes serratus","minimal","primary vegetation-minimal",1,0.194280936391474
"759","26_53",26,-60.00029,-3.08133,959,5061,"Hendy2020","M-102-6","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._albopictus","Aedes","albopictus","abundance","March","19/03/2019",2019,"19/03/2019","Aspirator",0.083333333,"man hours","outdoor","Wet","day","adult",2,2,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_36",24.000000096,"Aedes albopictus","minimal","primary vegetation-minimal",1,0.194280936391474
"760","26_53",26,-60.00027,-3.08177,964,5138,"Hendy2020","M-102-6","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Och._serratus","Aedes","serratus","abundance","June","25/06/2018",2018,"25/06/2018","Aspirator",0.083333333,"man hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_10",0,"Aedes serratus","minimal","primary vegetation-minimal",NA,NA
"761","26_53",26,-60.00027,-3.08177,965,5140,"Hendy2020","M-102-6","26_2","Brazil","interior of forest fragment in urban area","forest_interior","primary vegetation","minimal","Ae_.Stg._aegypti","Aedes","aegypti","abundance","June","25/06/2018",2018,"25/06/2018","Aspirator",0.083333333,"man hours","outdoor","Dry","day","adult",0,0,"multiple","Japurá-Solimoes-Negro moist forests","Tropical & Subtropical Moist Broadleaf Forests","26_10",0,"Aedes aegypti","minimal","primary vegetation-minimal",NA,NA
