"","X","study_number","lon","lat","reference","site_name","site_number","study_block","country","habitat_description","land_use_specific","land_use","land_use_intensity","species_study_name","genus","species","metric","sample_month","sample_start","sample_start_year","sample_end","sampling_method","sampling_effort","sampling_effort_unit","collection","sample_season","sample_daytime","development_stage","measurement","adjusted_measurement","species_studied","eco_name","biome","study_sample","measurement_adj","species_name","land_use_intensity_agg","LUI"
"3311",7902,1605,-76.48955,7.3558,"NaranjoDiaz2020","Bejuquillo","1605_2","1605_1","Colombia",NA,"grassland","primary vegetation","intense","Nyssorhynchus nuneztovari","Anopheles","nuneztovari","number of individuals","February","26/02/2014",2014,"28/02/2014","HLC",3,"collection nights","indoor and outdoor",NA,"18:00-24:00","adult",44,NA,"multiple","Chocó-Darién moist forests","Tropical & Subtropical Moist Broadleaf Forests","1605_4",14.6666666666667,"Anopheles nuneztovari","substantial","primary vegetation-substantial"
"3312",7903,1605,-76.48955,7.3558,"NaranjoDiaz2020","Bejuquillo","1605_2","1605_1","Colombia",NA,"grassland","primary vegetation","intense","Nyssorhynchus triannulatus","Anopheles","triannulatus","number of individuals","February","26/02/2014",2014,"28/02/2014","HLC",3,"collection nights","indoor and outdoor",NA,"18:00-24:00","adult",0,NA,"multiple","Chocó-Darién moist forests","Tropical & Subtropical Moist Broadleaf Forests","1605_4",0,"Anopheles triannulatus","substantial","primary vegetation-substantial"
"3313",7904,1605,-76.57633,7.86375,"NaranjoDiaz2020","La Victoria","1605_3","1605_2","Colombia",NA,"forest","primary vegetation","intense","Anopheles apicimacula","Anopheles","apicimacula","number of individuals","March","04/03/2014",2014,"06/03/2014","HLC",3,"collection nights","indoor and outdoor",NA,"18:00-24:00","adult",1,NA,"multiple","Magdalena-Urabá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1605_2",0.333333333333333,"Anopheles apicimacula","substantial","primary vegetation-substantial"
"3314",7905,1605,-76.57633,7.86375,"NaranjoDiaz2020","La Victoria","1605_3","1605_2","Colombia",NA,"forest","primary vegetation","intense","Anopheles neomaculipalpus","Anopheles","neomaculipalpus","number of individuals","March","04/03/2014",2014,"06/03/2014","HLC",3,"collection nights","indoor and outdoor",NA,"18:00-24:00","adult",4,NA,"multiple","Magdalena-Urabá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1605_2",1.33333333333333,"Anopheles neomaculipalpus","substantial","primary vegetation-substantial"
"3315",7906,1605,-76.57633,7.86375,"NaranjoDiaz2020","La Victoria","1605_3","1605_2","Colombia",NA,"forest","primary vegetation","intense","Anopheles pseudopunctipennis","Anopheles","pseudopunctipennis","number of individuals","March","04/03/2014",2014,"06/03/2014","HLC",3,"collection nights","indoor and outdoor",NA,"18:00-24:00","adult",25,NA,"multiple","Magdalena-Urabá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1605_2",8.33333333333333,"Anopheles pseudopunctipennis","substantial","primary vegetation-substantial"
"3316",7907,1605,-76.57633,7.86375,"NaranjoDiaz2020","La Victoria","1605_3","1605_2","Colombia",NA,"forest","primary vegetation","intense","Anopheles punctimacula","Anopheles","punctimacula","number of individuals","March","04/03/2014",2014,"06/03/2014","HLC",3,"collection nights","indoor and outdoor",NA,"18:00-24:00","adult",1,NA,"multiple","Magdalena-Urabá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1605_2",0.333333333333333,"Anopheles punctimacula","substantial","primary vegetation-substantial"
"3317",7908,1605,-76.57633,7.86375,"NaranjoDiaz2020","La Victoria","1605_3","1605_2","Colombia",NA,"forest","primary vegetation","intense","Nyssorhynchus albimanus","Anopheles","albimanus","number of individuals","March","04/03/2014",2014,"06/03/2014","HLC",3,"collection nights","indoor and outdoor",NA,"18:00-24:00","adult",7,NA,"multiple","Magdalena-Urabá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1605_2",2.33333333333333,"Anopheles albimanus","substantial","primary vegetation-substantial"
"3318",7909,1605,-76.57633,7.86375,"NaranjoDiaz2020","La Victoria","1605_3","1605_2","Colombia",NA,"forest","primary vegetation","intense","Nyssorhynchus darlingi","Anopheles","darlingi","number of individuals","March","04/03/2014",2014,"06/03/2014","HLC",3,"collection nights","indoor and outdoor",NA,"18:00-24:00","adult",4,NA,"multiple","Magdalena-Urabá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1605_2",1.33333333333333,"Anopheles darlingi","substantial","primary vegetation-substantial"
"3319",7910,1605,-76.57633,7.86375,"NaranjoDiaz2020","La Victoria","1605_3","1605_2","Colombia",NA,"forest","primary vegetation","intense","Nyssorhynchus nuneztovari","Anopheles","nuneztovari","number of individuals","March","04/03/2014",2014,"06/03/2014","HLC",3,"collection nights","indoor and outdoor",NA,"18:00-24:00","adult",38,NA,"multiple","Magdalena-Urabá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1605_2",12.6666666666667,"Anopheles nuneztovari","substantial","primary vegetation-substantial"
"3320",7911,1605,-76.57633,7.86375,"NaranjoDiaz2020","La Victoria","1605_3","1605_2","Colombia",NA,"forest","primary vegetation","intense","Nyssorhynchus triannulatus","Anopheles","triannulatus","number of individuals","March","04/03/2014",2014,"06/03/2014","HLC",3,"collection nights","indoor and outdoor",NA,"18:00-24:00","adult",5,NA,"multiple","Magdalena-Urabá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1605_2",1.66666666666667,"Anopheles triannulatus","substantial","primary vegetation-substantial"
"3329",7920,1605,-76.60219,7.8833,"NaranjoDiaz2020","Salsipuedes","1605_4","1605_2","Colombia",NA,"forest","primary vegetation","intense","Anopheles apicimacula","Anopheles","apicimacula","number of individuals","March","07/03/2014",2014,"09/03/2014","HLC",3,"collection nights","indoor and outdoor",NA,"18:00-24:00","adult",0,NA,"multiple","Magdalena-Urabá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1605_3",0,"Anopheles apicimacula","substantial","primary vegetation-substantial"
"3330",7921,1605,-76.60219,7.8833,"NaranjoDiaz2020","Salsipuedes","1605_4","1605_2","Colombia",NA,"forest","primary vegetation","intense","Anopheles neomaculipalpus","Anopheles","neomaculipalpus","number of individuals","March","07/03/2014",2014,"09/03/2014","HLC",3,"collection nights","indoor and outdoor",NA,"18:00-24:00","adult",0,NA,"multiple","Magdalena-Urabá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1605_3",0,"Anopheles neomaculipalpus","substantial","primary vegetation-substantial"
"3331",7922,1605,-76.60219,7.8833,"NaranjoDiaz2020","Salsipuedes","1605_4","1605_2","Colombia",NA,"forest","primary vegetation","intense","Anopheles pseudopunctipennis","Anopheles","pseudopunctipennis","number of individuals","March","07/03/2014",2014,"09/03/2014","HLC",3,"collection nights","indoor and outdoor",NA,"18:00-24:00","adult",12,NA,"multiple","Magdalena-Urabá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1605_3",4,"Anopheles pseudopunctipennis","substantial","primary vegetation-substantial"
"3332",7923,1605,-76.60219,7.8833,"NaranjoDiaz2020","Salsipuedes","1605_4","1605_2","Colombia",NA,"forest","primary vegetation","intense","Anopheles punctimacula","Anopheles","punctimacula","number of individuals","March","07/03/2014",2014,"09/03/2014","HLC",3,"collection nights","indoor and outdoor",NA,"18:00-24:00","adult",0,NA,"multiple","Magdalena-Urabá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1605_3",0,"Anopheles punctimacula","substantial","primary vegetation-substantial"
"3333",7924,1605,-76.60219,7.8833,"NaranjoDiaz2020","Salsipuedes","1605_4","1605_2","Colombia",NA,"forest","primary vegetation","intense","Nyssorhynchus albimanus","Anopheles","albimanus","number of individuals","March","07/03/2014",2014,"09/03/2014","HLC",3,"collection nights","indoor and outdoor",NA,"18:00-24:00","adult",9,NA,"multiple","Magdalena-Urabá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1605_3",3,"Anopheles albimanus","substantial","primary vegetation-substantial"
"3334",7925,1605,-76.60219,7.8833,"NaranjoDiaz2020","Salsipuedes","1605_4","1605_2","Colombia",NA,"forest","primary vegetation","intense","Nyssorhynchus darlingi","Anopheles","darlingi","number of individuals","March","07/03/2014",2014,"09/03/2014","HLC",3,"collection nights","indoor and outdoor",NA,"18:00-24:00","adult",0,NA,"multiple","Magdalena-Urabá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1605_3",0,"Anopheles darlingi","substantial","primary vegetation-substantial"
"3335",7926,1605,-76.60219,7.8833,"NaranjoDiaz2020","Salsipuedes","1605_4","1605_2","Colombia",NA,"forest","primary vegetation","intense","Nyssorhynchus nuneztovari","Anopheles","nuneztovari","number of individuals","March","07/03/2014",2014,"09/03/2014","HLC",3,"collection nights","indoor and outdoor",NA,"18:00-24:00","adult",20,NA,"multiple","Magdalena-Urabá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1605_3",6.66666666666667,"Anopheles nuneztovari","substantial","primary vegetation-substantial"
"3336",7927,1605,-76.60219,7.8833,"NaranjoDiaz2020","Salsipuedes","1605_4","1605_2","Colombia",NA,"forest","primary vegetation","intense","Nyssorhynchus triannulatus","Anopheles","triannulatus","number of individuals","March","07/03/2014",2014,"09/03/2014","HLC",3,"collection nights","indoor and outdoor",NA,"18:00-24:00","adult",5,NA,"multiple","Magdalena-Urabá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1605_3",1.66666666666667,"Anopheles triannulatus","substantial","primary vegetation-substantial"
"3337",7928,1618,-73.05787,-3.35732,"Carrasco2019","urc-9","1618_26","1618_3","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","10/09/2016",2016,"28/02/2017","larval dip",0,"average visits","outdoor","both",NA,"larvae",0,0,"Anopheles darlingi","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_6",0,"Anopheles darlingi","minimal","primary vegetation-minimal"
"3338",7929,1618,-73.05984,-3.35862,"Carrasco2019","urc-8","1618_25","1618_3","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","10/09/2016",2016,"28/02/2017","larval dip",0.333333333,"average visits","outdoor","both",NA,"larvae",5,1.666666667,"Anopheles darlingi","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_6",15.000000015,"Anopheles darlingi","minimal","primary vegetation-minimal"
"3339",7930,1618,-73.0616,-3.35959,"Carrasco2019","urc-6","1618_23","1618_3","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","10/09/2016",2016,"27/02/2017","larval dip",0,"average visits","outdoor","both",NA,"larvae",0,0,"Anopheles darlingi","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_5",0,"Anopheles darlingi","minimal","primary vegetation-minimal"
"3340",7931,1618,-73.06221,-3.35842,"Carrasco2019","urc-7","1618_24","1618_3","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","10/09/2016",2016,"27/02/2017","larval dip",1,"average visits","outdoor","both",NA,"larvae",8,8,"Anopheles darlingi","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_5",8,"Anopheles darlingi","minimal","primary vegetation-minimal"
"3341",7932,1618,-73.06309,-3.36002,"Carrasco2019","urc-5","1618_22","1618_3","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","10/09/2016",2016,"27/02/2017","larval dip",0,"average visits","outdoor","both",NA,"larvae",0,0,"Anopheles darlingi","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_5",0,"Anopheles darlingi","minimal","primary vegetation-minimal"
"3342",7933,1618,-73.06454,-3.3584,"Carrasco2019","urc-4","1618_21","1618_3","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","09/09/2016",2016,"27/02/2017","larval dip",0.333333333,"average visits","outdoor","both",NA,"larvae",1,0.333333333,"Anopheles darlingi","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_4",3.000000003,"Anopheles darlingi","minimal","primary vegetation-minimal"
"3343",7934,1618,-73.06537,-3.36112,"Carrasco2019","urc-2","1618_19","1618_3","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","09/09/2016",2016,"27/02/2017","larval dip",0.333333333,"average visits","outdoor","both",NA,"larvae",3,1,"Anopheles darlingi","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_4",9.000000009,"Anopheles darlingi","minimal","primary vegetation-minimal"
"3344",7935,1618,-73.06551,-3.35754,"Carrasco2019","urc-3","1618_20","1618_3","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","09/09/2016",2016,"27/02/2017","larval dip",1,"average visits","outdoor","both",NA,"larvae",9,9,"Anopheles darlingi","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_4",9,"Anopheles darlingi","minimal","primary vegetation-minimal"
"3345",7936,1618,-73.06664,-3.36296,"Carrasco2019","urc-1","1618_18","1618_3","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","09/09/2016",2016,"27/02/2017","larval dip",0,"average visits","outdoor","both",NA,"larvae",0,0,"Anopheles darlingi","Solimões-Japurá moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_4",0,"Anopheles darlingi","minimal","primary vegetation-minimal"
"3346",7937,1618,-73.15191,-3.44529,"Carrasco2019","sal-8","1618_16","1618_2","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","08/09/2016",2016,"24/02/2017","larval dip",0.333333333,"average visits","outdoor","both",NA,"larvae",15,5,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_3",45.000000045,"Anopheles darlingi","minimal","primary vegetation-minimal"
"3347",7938,1618,-73.15293,-3.44536,"Carrasco2019","sal-7","1618_15","1618_2","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","08/09/2016",2016,"24/02/2017","larval dip",1,"average visits","outdoor","both",NA,"larvae",24,24,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_3",24,"Anopheles darlingi","minimal","primary vegetation-minimal"
"3348",7939,1618,-73.15312,-3.44599,"Carrasco2019","sal-9","1618_17","1618_2","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","08/09/2016",2016,"24/02/2017","larval dip",0.666666667,"average visits","outdoor","both",NA,"larvae",13,8.666666667,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_3",19.49999999025,"Anopheles darlingi","minimal","primary vegetation-minimal"
"3349",7940,1618,-73.15396,-3.44511,"Carrasco2019","sal-6","1618_14","1618_2","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","07/09/2016",2016,"24/02/2017","larval dip",0.666666667,"average visits","outdoor","both",NA,"larvae",22,14.66666667,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_2",32.9999999835,"Anopheles darlingi","minimal","primary vegetation-minimal"
"3351",7942,1618,-73.158,-3.44104,"Carrasco2019","sal-4","1618_12","1618_2","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","07/09/2016",2016,"23/02/2017","larval dip",0.666666667,"average visits","outdoor","both",NA,"larvae",4,2.666666667,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_1",5.999999997,"Anopheles darlingi","minimal","primary vegetation-minimal"
"3352",7943,1618,-73.15805,-3.43886,"Carrasco2019","sal-3","1618_11","1618_2","Peru","Artificial and natural water bodies","primary vegetation","primary vegetation","minimal","Anopheles darlingi","Anopheles","darlingi","abundance","September-February","07/09/2016",2016,"23/02/2017","larval dip",0.666666667,"average visits","outdoor","both",NA,"larvae",10,6.666666667,"Anopheles darlingi","Napo moist forests","Tropical & Subtropical Moist Broadleaf Forests","1618_1",14.9999999925,"Anopheles darlingi","minimal","primary vegetation-minimal"
